instance_id,timestamp,cpu,memory,gpu_utilization,gpu_memory_utilization,gpu_encoder_session_count,network_in,network_out,network_packets_in,network_packets_out,disk_read_ops,disk_write_ops,disk_read_bytes,disk_write_bytes,volume_read_bytes,volume_write_bytes,volume_read_ops,volume_write_ops
i-0abcd123,2026-03-01T15:35:00+00:00,31.27,60.61,1.19,2.37,0,170508,150773,448,470,102,84,10268,9220,31145,22264,130,154
i-0abcd123,2026-03-01T15:40:00+00:00,18.28,38.56,2.77,2.11,0,98278,98219,456,108,99,156,7092,5091,51559,42723,349,324
i-0abcd123,2026-03-01T15:45:00+00:00,34.3,58.05,4.29,4.18,0,182064,84102,337,324,142,115,21740,15813,89318,44096,383,428
i-0abcd123,2026-03-01T15:50:00+00:00,30.33,45.95,3.71,0.54,1,147884,129628,443,468,90,62,37755,26225,76828,93980,252,466
i-0abcd123,2026-03-01T15:55:00+00:00,34.94,53.89,1.8,3.31,0,155358,154667,63,168,183,153,39477,43089,89178,48823,484,130
i-0abcd123,2026-03-01T16:00:00+00:00,19.67,42.76,4.3,1.13,1,147426,130975,484,466,146,84,10841,17131,22103,29134,142,159
i-0abcd123,2026-03-01T16:05:00+00:00,32.8,42.79,2.97,3.35,1,167887,169160,301,492,149,61,41378,33658,70094,82945,337,492
i-0abcd123,2026-03-01T16:10:00+00:00,29.49,59.94,2.91,1.79,0,96386,100478,281,136,84,137,26725,11581,91529,66283,271,299
i-0abcd123,2026-03-01T16:15:00+00:00,41.43,36.46,2.03,4.09,0,144716,140865,482,451,150,143,7307,39578,51911,83013,289,327
i-0abcd123,2026-03-01T16:20:00+00:00,43.83,54.22,3.3,1.14,1,83493,121452,293,166,112,151,20775,39667,81812,52721,101,147
i-0abcd123,2026-03-01T16:25:00+00:00,18.11,38.26,3.45,1.13,0,176371,138405,476,283,146,134,10598,12481,13102,43850,351,408
i-0abcd123,2026-03-01T16:30:00+00:00,35.82,37.43,3.38,2.23,0,156926,131874,484,356,135,133,38676,43729,88726,58688,159,201
i-0abcd123,2026-03-01T16:35:00+00:00,31.87,38.4,2.05,1.33,0,129601,116211,293,212,146,176,42079,47702,26765,11118,128,223
i-0abcd123,2026-03-01T16:40:00+00:00,93.46,98.48,45.33,38.5,2,774708,1712469,1667,1172,1248,957,450386,181488,288015,235826,934,1764
i-0abcd123,2026-03-01T16:45:00+00:00,30.53,30.4,3.69,0.41,1,121893,74023,259,72,92,145,34934,9991,86977,86580,115,196
i-0abcd123,2026-03-01T16:50:00+00:00,32.05,35.22,3.19,0.46,0,116884,163093,309,455,158,146,24715,38066,82510,22185,409,326
i-0abcd123,2026-03-01T16:55:00+00:00,24.04,58.91,4.61,0.36,1,102514,161281,132,202,158,104,41931,18737,41764,71339,463,204
i-0abcd123,2026-03-01T17:00:00+00:00,43.17,51.67,0.62,4.0,0,177206,176897,203,274,91,142,47799,24428,94857,85770,255,378
i-0abcd123,2026-03-01T17:05:00+00:00,40.01,41.45,2.07,2.79,1,173700,178791,485,100,120,132,43437,37153,88048,93779,296,391
i-0abcd123,2026-03-01T17:10:00+00:00,43.34,58.13,3.72,2.17,1,142332,124882,493,433,142,69,34131,31735,60224,64570,130,249
i-0abcd123,2026-03-01T17:15:00+00:00,37.54,62.13,2.25,2.27,0,162760,103699,214,447,129,164,47613,19149,55917,47154,135,480
i-0abcd123,2026-03-01T17:20:00+00:00,23.11,31.46,3.65,0.79,1,165768,81244,92,125,187,62,12062,27978,61252,40587,283,431
i-0abcd123,2026-03-01T17:25:00+00:00,41.98,35.39,2.8,0.05,1,172302,129545,417,86,122,101,7690,41856,77286,38437,439,139
i-0abcd123,2026-03-01T17:30:00+00:00,27.12,60.45,0.83,2.59,0,126279,102342,248,318,88,67,8318,31419,18838,92174,480,321
i-0abcd123,2026-03-01T17:35:00+00:00,17.94,55.4,2.0,1.63,1,150957,173350,317,130,174,125,36819,26097,29808,31135,335,192
i-0abcd123,2026-03-01T17:40:00+00:00,36.41,30.46,1.23,2.15,1,105385,125410,125,90,126,91,34524,18618,99856,92545,279,169
i-0abcd123,2026-03-01T17:45:00+00:00,26.73,60.4,4.14,4.83,0,172940,123783,430,369,150,130,30582,27496,20392,16304,318,106
i-0abcd123,2026-03-01T17:50:00+00:00,20.22,47.74,0.39,3.9,0,104267,103944,232,495,174,114,23544,12706,23368,37485,366,205
i-0abcd123,2026-03-01T17:55:00+00:00,31.25,31.53,0.42,2.55,0,130093,72766,385,337,85,83,27020,47310,47448,18576,285,297
i-0abcd123,2026-03-01T18:00:00+00:00,35.46,55.8,0.91,1.3,1,176486,90358,96,143,182,115,32628,30678,27303,59706,196,418
i-0abcd123,2026-03-01T18:05:00+00:00,27.23,39.97,4.07,3.29,1,85278,141373,395,84,134,122,31324,39513,87181,36446,288,407
i-0abcd123,2026-03-01T18:10:00+00:00,29.8,49.64,1.34,3.94,0,178177,84078,371,212,159,96,46829,36963,51791,11077,152,475
i-0abcd123,2026-03-01T18:15:00+00:00,37.2,51.08,3.31,2.89,1,122199,136902,441,367,164,112,5374,42892,77913,98259,176,312
i-0abcd123,2026-03-01T18:20:00+00:00,36.16,51.42,0.25,4.37,0,178654,86367,167,185,134,156,49780,36110,81452,56423,321,334
i-0abcd123,2026-03-01T18:25:00+00:00,35.82,61.89,3.32,1.44,0,192423,107232,345,202,113,61,43875,32065,58107,92270,190,485
i-0abcd123,2026-03-01T18:30:00+00:00,31.83,56.06,3.58,4.31,1,159707,75803,233,297,124,92,35892,18438,36926,72061,444,104
i-0abcd123,2026-03-01T18:35:00+00:00,17.38,39.39,2.31,2.68,0,154244,164145,251,322,163,98,29802,25078,76241,41540,386,297
i-0abcd123,2026-03-01T18:40:00+00:00,21.58,37.93,2.72,0.53,1,196666,147246,472,136,93,145,31463,41128,74652,57905,224,248
i-0abcd123,2026-03-01T18:45:00+00:00,30.67,52.46,0.39,4.56,1,134016,115731,294,265,199,69,44661,23097,89353,16576,440,414
i-0abcd123,2026-03-01T18:50:00+00:00,23.32,44.74,3.69,1.28,0,169930,142786,399,236,124,141,6277,49130,41002,67745,108,198
i-0abcd123,2026-03-01T18:55:00+00:00,25.22,53.61,1.88,0.49,1,98841,80312,448,388,171,64,14012,14864,80473,65190,208,427
i-0abcd123,2026-03-01T19:00:00+00:00,29.03,31.21,2.59,1.78,0,101788,71723,296,130,198,111,30776,21347,46843,78607,227,302
i-0abcd123,2026-03-01T19:05:00+00:00,44.56,33.0,2.32,3.2,0,100084,133021,454,172,163,151,8970,21503,52351,71215,364,250
i-0abcd123,2026-03-01T19:10:00+00:00,19.38,37.55,1.72,0.6,1,146375,156813,129,393,174,89,5419,47187,42566,85469,119,132
i-0abcd123,2026-03-01T19:15:00+00:00,32.32,54.55,4.41,2.9,1,186170,95826,134,425,106,67,41691,42432,16278,57318,386,399
i-0abcd123,2026-03-01T19:20:00+00:00,29.93,50.02,1.77,4.26,0,179427,102229,315,302,87,76,18167,11533,39118,90658,226,150
i-0abcd123,2026-03-01T19:25:00+00:00,29.58,47.38,0.15,2.11,1,196020,144760,497,310,101,88,7170,12504,25770,95492,353,376
i-0abcd123,2026-03-01T19:30:00+00:00,33.44,53.91,0.86,0.31,1,163477,108977,492,259,83,123,29731,45351,96909,22373,368,394
i-0abcd123,2026-03-01T19:35:00+00:00,25.53,45.3,0.38,4.9,1,93191,99012,87,439,101,71,35037,34444,65374,26874,145,230
i-0abcd123,2026-03-01T19:40:00+00:00,19.0,64.31,1.21,1.82,0,188607,92567,183,347,181,61,41557,18404,10246,10312,122,247
i-0abcd123,2026-03-01T19:45:00+00:00,15.83,30.3,2.45,2.85,0,149267,81930,327,373,184,142,32133,34531,86971,75112,348,105
i-0abcd123,2026-03-01T19:50:00+00:00,38.3,53.48,3.45,2.2,0,144974,148561,335,77,168,157,44702,28853,98637,86866,396,227
i-0abcd123,2026-03-01T19:55:00+00:00,28.49,56.1,4.9,0.21,1,124307,153517,149,211,164,159,30031,26577,30390,15786,416,210
i-0abcd123,2026-03-01T20:00:00+00:00,29.97,33.28,3.71,3.69,1,80479,79304,460,215,88,102,12965,11662,47165,35158,381,346
i-0abcd123,2026-03-01T20:05:00+00:00,27.42,35.37,1.37,1.04,1,116887,101438,191,198,109,94,11813,26157,12049,36101,482,196
i-0abcd123,2026-03-01T20:10:00+00:00,23.72,60.04,1.55,4.42,1,80650,153585,261,201,182,93,28904,23514,54795,54888,477,475
i-0abcd123,2026-03-01T20:15:00+00:00,31.12,46.44,1.52,1.63,1,89864,72448,470,251,169,126,28960,28111,38890,36192,215,342
i-0abcd123,2026-03-01T20:20:00+00:00,28.05,47.94,0.74,0.36,0,81254,93246,336,379,137,123,46001,20848,67758,65449,346,430
i-0abcd123,2026-03-01T20:25:00+00:00,36.89,48.38,2.04,1.98,1,163888,140495,478,369,126,64,49165,28045,76881,76657,392,482
i-0abcd123,2026-03-01T20:30:00+00:00,32.5,34.8,3.58,0.98,1,92263,76137,492,242,112,87,30334,12792,23439,55361,425,337
i-0abcd123,2026-03-01T20:35:00+00:00,15.44,35.38,2.99,4.16,1,81308,122924,287,102,94,148,17659,49969,83040,40114,153,236
i-0abcd123,2026-03-01T20:40:00+00:00,26.83,59.03,2.54,0.52,0,100793,107987,148,264,98,151,22820,8601,44079,38781,232,383
i-0abcd123,2026-03-01T20:45:00+00:00,42.76,60.8,1.82,1.02,1,89727,111159,417,74,185,157,37916,47720,28367,60855,411,277
i-0abcd123,2026-03-01T20:50:00+00:00,24.86,53.54,4.43,1.1,1,186437,111605,198,449,112,82,9055,34082,82451,29078,472,205
i-0abcd123,2026-03-01T20:55:00+00:00,24.7,43.62,1.34,2.15,1,101574,103222,279,193,106,131,37120,7114,14856,83909,141,181
i-0abcd123,2026-03-01T21:00:00+00:00,29.27,57.82,4.69,4.92,1,96303,98648,198,321,168,66,16802,41908,18183,35204,254,236
i-0abcd123,2026-03-01T21:05:00+00:00,25.16,42.3,0.12,1.15,1,96638,84059,120,301,183,90,38216,45314,68840,92162,450,391
i-0abcd123,2026-03-01T21:10:00+00:00,33.9,30.54,1.45,1.79,0,93363,167645,438,258,91,121,22275,24721,63819,37468,407,427
i-0abcd123,2026-03-01T21:15:00+00:00,30.56,31.99,4.86,3.27,0,105613,101029,142,65,126,110,39682,21541,51510,20849,455,378
i-0abcd123,2026-03-01T21:20:00+00:00,37.34,55.06,2.9,2.0,0,191671,164839,268,54,196,162,45101,17875,56287,10229,167,202
i-0abcd123,2026-03-01T21:25:00+00:00,18.63,43.49,3.11,3.0,0,123127,132275,119,126,84,67,39107,14107,38597,18987,196,267
i-0abcd123,2026-03-01T21:30:00+00:00,21.84,50.41,0.49,4.93,1,128808,121314,268,271,98,146,22510,49130,53781,46480,302,180
i-0abcd123,2026-03-01T21:35:00+00:00,40.85,59.41,1.25,2.51,0,108620,152441,219,52,108,154,26550,25990,12358,94083,106,475
i-0abcd123,2026-03-01T21:40:00+00:00,30.18,39.34,0.57,2.63,1,194081,118104,220,103,200,128,25651,34283,16952,11596,338,249
i-0abcd123,2026-03-01T21:45:00+00:00,39.19,35.74,2.85,2.44,0,123251,159332,248,172,167,99,36566,46150,95827,10124,480,148
i-0abcd123,2026-03-01T21:50:00+00:00,22.36,41.2,1.88,0.42,1,111742,112405,423,102,160,94,10376,33818,83428,80385,340,292
i-0abcd123,2026-03-01T21:55:00+00:00,44.88,31.64,3.04,3.97,0,138795,84093,464,101,130,79,38356,6486,61695,86717,237,497
i-0abcd123,2026-03-01T22:00:00+00:00,26.23,64.97,2.28,2.31,1,84074,169427,85,478,143,119,8767,15339,38205,49311,301,340
i-0abcd123,2026-03-01T22:05:00+00:00,26.7,44.97,1.2,0.47,0,198267,169602,145,361,183,149,17422,21756,78495,57484,269,194
i-0abcd123,2026-03-01T22:10:00+00:00,44.0,63.95,4.4,1.01,1,101583,114041,399,216,115,163,44232,38101,80002,81314,270,404
i-0abcd123,2026-03-01T22:15:00+00:00,42.56,61.73,0.16,4.98,0,150898,135055,392,80,171,80,36286,38974,26647,53901,403,245
i-0abcd123,2026-03-01T22:20:00+00:00,15.74,43.13,1.13,1.19,0,81698,176062,214,144,125,167,35202,26006,47431,80781,416,467
i-0abcd123,2026-03-01T22:25:00+00:00,41.43,30.33,0.64,3.24,1,125566,176947,85,70,190,92,29996,15617,40377,56571,384,262
i-0abcd123,2026-03-01T22:30:00+00:00,17.08,30.06,3.73,1.46,0,88401,72283,499,372,135,79,5216,33113,19268,56482,157,261
i-0abcd123,2026-03-01T22:35:00+00:00,25.33,45.42,0.15,1.6,1,168495,127806,387,189,129,117,5910,38202,17906,89121,218,328
i-0abcd123,2026-03-01T22:40:00+00:00,44.55,53.38,2.62,2.14,1,103225,131025,480,167,193,103,21009,24890,73263,16001,183,491
i-0abcd123,2026-03-01T22:45:00+00:00,38.88,53.67,1.26,1.03,0,116682,162463,394,245,175,92,47650,19893,79165,48854,347,231
i-0abcd123,2026-03-01T22:50:00+00:00,26.62,48.29,1.06,1.58,0,115974,83513,62,329,155,123,36011,7889,47719,45177,242,256
i-0abcd123,2026-03-01T22:55:00+00:00,21.63,58.5,4.39,2.5,1,186674,113236,111,208,95,61,12198,14386,58392,70992,404,390
i-0abcd123,2026-03-01T23:00:00+00:00,29.3,49.7,0.09,3.48,1,188388,106274,386,151,162,143,49906,31165,11520,25033,460,266
i-0abcd123,2026-03-01T23:05:00+00:00,38.98,46.95,1.82,0.57,1,146155,89345,179,55,157,107,47766,44237,96681,70893,399,110
i-0abcd123,2026-03-01T23:10:00+00:00,15.53,58.85,1.2,3.18,1,175553,166645,71,148,98,161,9684,19928,77495,57185,247,173
i-0abcd123,2026-03-01T23:15:00+00:00,44.47,41.67,3.06,0.24,0,93829,167137,361,400,93,138,9281,27017,84060,35982,437,420
i-0abcd123,2026-03-01T23:20:00+00:00,21.02,47.57,1.94,4.64,1,89970,149394,385,159,92,173,8300,23626,31801,34556,165,478
i-0abcd123,2026-03-01T23:25:00+00:00,18.97,63.26,4.23,0.75,1,136563,123940,352,162,147,85,40471,16369,50380,70320,178,111
i-0abcd123,2026-03-01T23:30:00+00:00,42.9,53.8,1.96,1.67,1,166202,113914,349,193,170,143,45929,37281,85846,43772,144,446
i-0abcd123,2026-03-01T23:35:00+00:00,39.39,34.67,0.48,0.13,0,134953,98780,411,148,181,134,46944,48380,21574,79473,285,124
i-0abcd123,2026-03-01T23:40:00+00:00,33.24,35.86,3.91,2.63,1,127118,75146,469,265,178,180,44199,18991,90928,61987,149,308
i-0abcd123,2026-03-01T23:45:00+00:00,25.57,48.0,4.63,2.45,1,191989,92424,98,249,115,170,24717,34937,11700,49753,340,112
i-0abcd123,2026-03-01T23:50:00+00:00,16.26,52.85,3.65,4.31,1,157402,84195,395,125,82,80,11545,26896,66475,60381,269,260
i-0abcd123,2026-03-01T23:55:00+00:00,16.58,34.48,3.65,0.94,0,90716,79863,336,441,109,143,25410,38953,98062,18585,127,223
i-0abcd123,2026-03-02T00:00:00+00:00,27.23,60.15,4.44,3.57,1,105368,121607,359,109,198,147,33277,34966,28401,82979,130,219
i-0abcd123,2026-03-02T00:05:00+00:00,18.72,59.49,4.47,3.15,1,194400,89365,435,492,147,111,44970,9921,99070,96437,182,343
i-0abcd123,2026-03-02T00:10:00+00:00,37.95,46.52,2.2,2.48,1,194917,156825,324,480,196,175,48447,16922,64834,26884,420,236
i-0abcd123,2026-03-02T00:15:00+00:00,29.12,53.44,4.16,2.34,1,168332,133767,225,348,126,101,41488,13382,31604,15598,235,406
i-0abcd123,2026-03-02T00:20:00+00:00,22.93,41.14,4.36,2.89,1,84166,140940,124,97,109,104,23030,10475,47563,84288,316,321
i-0abcd123,2026-03-02T00:25:00+00:00,26.55,45.16,1.56,4.68,0,166448,150063,403,402,151,157,12921,15879,94543,80280,314,297
i-0abcd123,2026-03-02T00:30:00+00:00,17.86,45.94,2.97,4.48,1,154859,145989,349,60,191,161,15165,8740,86888,39276,444,317
i-0abcd123,2026-03-02T00:35:00+00:00,36.36,60.8,3.88,1.4,1,154209,175423,385,298,167,97,32395,24729,73348,47006,115,174
i-0abcd123,2026-03-02T00:40:00+00:00,34.88,39.11,4.91,4.03,1,172226,158063,289,491,192,101,23869,48220,64329,87522,156,261
i-0abcd123,2026-03-02T00:45:00+00:00,29.98,45.61,1.79,4.43,0,146220,131269,297,193,89,129,45774,18603,81677,39259,435,381
i-0abcd123,2026-03-02T00:50:00+00:00,30.76,50.92,0.2,3.86,0,188268,169128,354,174,171,80,17112,36565,75838,29493,249,237
i-0abcd123,2026-03-02T00:55:00+00:00,44.92,32.66,0.32,1.35,0,110214,167951,271,290,153,136,12842,17200,75268,14996,401,108
i-0abcd123,2026-03-02T01:00:00+00:00,30.76,33.95,3.64,0.89,1,148756,96964,70,183,102,130,25761,30915,41381,10709,149,104
i-0abcd123,2026-03-02T01:05:00+00:00,19.47,41.29,4.22,1.2,0,122469,78896,327,321,133,107,10335,45110,20991,19919,396,351
i-0abcd123,2026-03-02T01:10:00+00:00,42.38,38.11,4.69,4.63,0,181083,161653,357,338,86,65,45072,9400,77420,68488,322,116
i-0abcd123,2026-03-02T01:15:00+00:00,42.01,32.27,4.28,0.36,0,167762,165929,399,151,114,175,49093,42609,98749,21654,436,449
i-0abcd123,2026-03-02T01:20:00+00:00,36.97,38.74,1.6,4.4,0,163428,73919,368,146,124,178,6553,34271,52285,23005,220,158
i-0abcd123,2026-03-02T01:25:00+00:00,28.54,32.91,3.13,4.6,1,125904,139057,79,97,152,77,48785,19958,12889,78285,167,306
i-0abcd123,2026-03-02T01:30:00+00:00,24.6,35.36,1.64,3.58,1,135543,129040,245,436,200,116,24835,43649,44041,75936,498,411
i-0abcd123,2026-03-02T01:35:00+00:00,34.05,30.12,3.88,0.03,0,161479,100885,466,119,185,163,6710,41704,89677,47395,241,311
i-0abcd123,2026-03-02T01:40:00+00:00,31.98,47.09,2.58,1.3,1,106335,99949,301,346,167,150,6417,39210,20915,66014,341,112
i-0abcd123,2026-03-02T01:45:00+00:00,19.72,55.51,3.12,2.62,1,142175,93488,466,296,83,173,25882,25234,31585,74101,491,402
i-0abcd123,2026-03-02T01:50:00+00:00,18.0,48.21,0.38,3.12,0,174567,115147,265,192,97,74,17202,34599,35037,55124,404,365
i-0abcd123,2026-03-02T01:55:00+00:00,38.43,44.38,1.07,0.62,1,188681,172442,157,402,96,96,21483,5719,91398,29342,157,202
i-0abcd123,2026-03-02T02:00:00+00:00,43.72,31.83,4.82,4.45,0,80652,148712,220,390,163,116,35648,26206,51265,55524,298,197
i-0abcd123,2026-03-02T02:05:00+00:00,26.16,56.56,1.15,4.29,0,95099,146596,455,333,185,177,39902,27421,48967,15950,424,284
i-0abcd123,2026-03-02T02:10:00+00:00,27.56,57.3,3.1,1.95,1,114917,145650,318,111,194,114,8285,29610,20537,34280,142,473
i-0abcd123,2026-03-02T02:15:00+00:00,38.87,63.09,1.7,1.3,1,185204,100569,243,317,83,110,26753,18779,52121,47874,214,160
i-0abcd123,2026-03-02T02:20:00+00:00,22.47,51.94,4.89,0.56,0,101299,177702,451,476,93,87,5154,21462,81229,86574,177,442
i-0abcd123,2026-03-02T02:25:00+00:00,38.51,56.27,2.48,0.98,1,181503,131730,384,394,168,117,41333,46090,15466,64939,133,263
i-0abcd123,2026-03-02T02:30:00+00:00,30.59,45.91,3.35,3.74,1,147659,134908,254,334,113,156,26099,26569,64486,14337,494,122
i-0abcd123,2026-03-02T02:35:00+00:00,34.93,63.07,0.35,3.67,0,100000,166964,166,121,175,73,27436,38341,11988,21178,427,111
i-0abcd123,2026-03-02T02:40:00+00:00,20.67,60.24,4.41,3.43,0,183853,166331,349,96,80,122,5945,39113,52746,58291,190,293
i-0abcd123,2026-03-02T02:45:00+00:00,33.69,40.16,3.56,1.14,1,185359,143751,351,236,120,179,5218,44131,22909,13162,392,300
i-0abcd123,2026-03-02T02:50:00+00:00,44.48,37.24,3.24,0.51,0,117487,130294,383,357,131,103,9739,25063,74699,70999,233,417
i-0abcd123,2026-03-02T02:55:00+00:00,23.77,63.91,3.09,1.27,1,156345,145420,130,93,193,131,33248,49344,90629,54739,244,152
i-0abcd123,2026-03-02T03:00:00+00:00,30.6,37.31,2.78,1.74,1,101390,163149,184,255,90,164,36730,42571,72041,77774,205,284
i-0abcd123,2026-03-02T03:05:00+00:00,33.35,55.57,4.27,0.64,0,84877,112596,424,386,103,121,10903,26517,34453,40657,336,453
i-0abcd123,2026-03-02T03:10:00+00:00,27.37,38.99,2.38,0.71,1,118047,75679,142,77,137,87,5491,12100,27991,48877,165,166
i-0abcd123,2026-03-02T03:15:00+00:00,44.32,64.23,1.34,2.12,1,97970,120008,271,380,97,177,31440,36567,51861,29485,129,330
i-0abcd123,2026-03-02T03:20:00+00:00,23.48,56.99,2.64,3.33,1,102556,124180,232,178,187,112,5167,24062,58270,74270,367,307
i-0abcd123,2026-03-02T03:25:00+00:00,35.38,34.44,4.22,4.42,0,128266,82695,317,429,130,143,36010,13599,28055,68732,237,474
i-0abcd123,2026-03-02T03:30:00+00:00,32.81,41.55,3.79,4.95,0,188905,141788,486,346,88,109,13503,40299,15359,72048,283,411
i-0abcd123,2026-03-02T03:35:00+00:00,23.03,36.52,0.07,3.32,1,82517,94601,170,236,171,180,17292,10677,95265,56314,377,414
i-0abcd123,2026-03-02T03:40:00+00:00,34.47,62.36,1.68,1.1,1,121666,138166,269,109,167,137,14686,33743,49592,10413,209,139
i-0abcd123,2026-03-02T03:45:00+00:00,18.11,41.79,4.84,1.5,1,150763,84177,90,79,148,105,26851,6509,14910,75914,244,288
i-0abcd123,2026-03-02T03:50:00+00:00,39.93,35.86,2.73,4.49,1,199853,139012,138,326,94,131,46489,49245,98421,77087,363,238
i-0abcd123,2026-03-02T03:55:00+00:00,21.91,43.36,2.8,0.53,1,159055,96634,451,287,167,93,30049,26203,67075,48619,382,236
i-0abcd123,2026-03-02T04:00:00+00:00,30.55,48.79,0.77,4.53,1,169297,175331,62,456,82,144,34916,34504,80107,41298,311,324
i-0abcd123,2026-03-02T04:05:00+00:00,42.38,58.21,3.85,3.57,0,171486,78130,221,339,107,132,49388,38776,57265,63224,153,101
i-0abcd123,2026-03-02T04:10:00+00:00,26.86,43.61,5.0,0.03,0,196027,163820,91,365,198,67,22414,44180,28223,24050,301,292
i-0abcd123,2026-03-02T04:15:00+00:00,23.59,40.37,2.0,4.27,1,121763,86637,456,50,104,121,22139,48218,97656,32268,225,128
i-0abcd123,2026-03-02T04:20:00+00:00,30.48,48.86,2.05,4.27,1,149653,158287,195,408,140,83,6617,25687,91395,25572,467,222
i-0abcd123,2026-03-02T04:25:00+00:00,26.28,63.8,4.31,0.32,0,83663,76007,307,254,125,127,18942,28422,74740,74355,442,376
i-0abcd123,2026-03-02T04:30:00+00:00,36.13,58.92,3.88,2.59,1,177121,151874,242,289,103,122,7363,20859,38858,76435,435,328
i-0abcd123,2026-03-02T04:35:00+00:00,19.07,64.8,0.89,4.0,0,108801,108088,114,75,171,135,42067,36167,21448,62522,336,162
i-0abcd123,2026-03-02T04:40:00+00:00,16.06,33.42,3.16,1.64,0,183167,147383,433,98,187,112,8458,25090,64655,72223,158,429
i-0abcd123,2026-03-02T04:45:00+00:00,17.59,58.42,2.46,2.71,1,133762,130196,70,372,194,180,13447,14509,35344,88092,377,452
i-0abcd123,2026-03-02T04:50:00+00:00,34.18,53.66,2.75,1.61,0,95056,102624,314,53,88,98,21550,11813,30560,57007,451,322
i-0abcd123,2026-03-02T04:55:00+00:00,42.65,33.28,3.76,4.53,0,147868,93585,397,106,130,120,29683,40252,92975,41312,464,443
i-0abcd123,2026-03-02T05:00:00+00:00,39.85,61.73,3.53,3.7,1,170188,112429,363,468,83,113,26587,34209,27239,11435,331,131
i-0abcd123,2026-03-02T05:05:00+00:00,40.14,56.7,3.53,3.14,1,83247,176306,477,206,158,125,14530,10718,71900,31749,101,448
i-0abcd123,2026-03-02T05:10:00+00:00,43.39,32.57,0.12,1.34,1,170987,155111,336,61,156,147,47194,8149,64924,54496,130,113
i-0abcd123,2026-03-02T05:15:00+00:00,30.82,39.86,1.86,2.06,0,156427,70758,487,371,87,64,40305,17824,23130,53451,443,231
i-0abcd123,2026-03-02T05:20:00+00:00,33.67,38.95,3.11,4.64,0,151866,158357,291,370,111,126,38327,41283,28374,38099,304,473
i-0abcd123,2026-03-02T05:25:00+00:00,25.93,38.93,0.16,4.86,1,170198,145350,351,492,174,114,22655,6830,77944,18671,277,220
i-0abcd123,2026-03-02T05:30:00+00:00,15.71,63.65,0.79,4.11,0,127715,138014,56,190,100,105,27514,8377,15738,54452,378,134
i-0abcd123,2026-03-02T05:35:00+00:00,19.44,36.65,1.36,1.57,0,120308,119316,358,130,168,100,48932,5953,10035,12823,104,484
i-0abcd123,2026-03-02T05:40:00+00:00,44.69,41.54,4.56,4.37,0,90576,105151,55,78,188,173,10746,21645,71061,41434,200,139
i-0abcd123,2026-03-02T05:45:00+00:00,24.26,61.39,4.23,2.57,1,180214,94046,52,387,96,124,11055,45966,12312,51847,112,180
i-0abcd123,2026-03-02T05:50:00+00:00,41.12,41.32,4.03,0.72,1,147320,135511,62,426,94,152,39158,47689,72367,80870,316,158
i-0abcd123,2026-03-02T05:55:00+00:00,35.99,62.34,4.61,0.29,0,196001,76364,98,65,178,85,36978,22643,23417,65009,250,316
i-0abcd123,2026-03-02T06:00:00+00:00,18.42,44.29,0.76,2.58,0,109204,98020,353,106,108,90,33510,7203,90189,89399,374,341
i-0abcd123,2026-03-02T06:05:00+00:00,17.97,59.24,2.0,2.22,1,109065,113045,271,295,125,98,18678,32721,51180,30723,487,201
i-0abcd123,2026-03-02T06:10:00+00:00,24.24,42.57,4.66,4.21,0,125730,112260,373,202,85,138,29689,38778,82946,39278,240,469
i-0abcd123,2026-03-02T06:15:00+00:00,33.07,42.09,0.0,3.27,0,110332,141753,275,327,81,167,22183,18680,45105,47754,331,263
i-0abcd123,2026-03-02T06:20:00+00:00,20.51,42.9,4.26,2.12,0,191390,169839,208,467,130,72,8875,8414,57704,49552,423,106
i-0abcd123,2026-03-02T06:25:00+00:00,43.31,42.95,3.94,3.68,1,107163,137693,446,379,175,60,9012,19009,15043,46150,490,455
i-0abcd123,2026-03-02T06:30:00+00:00,38.5,31.45,1.35,4.39,0,199870,72375,331,323,160,115,48359,40280,74382,82965,111,131
i-0abcd123,2026-03-02T06:35:00+00:00,39.34,49.83,2.6,3.4,1,125849,179659,279,316,106,90,17127,16710,74577,13341,204,427
i-0abcd123,2026-03-02T06:40:00+00:00,24.23,60.36,3.28,4.5,1,112034,110251,126,394,174,82,45049,38223,97196,66463,430,156
